       6.81292E-18       6.05778E+02       3.56588E+00
       6.81292E-18       6.18108E+02       3.58248E+00
       6.81292E-18       6.30689E+02       3.60115E+00
       6.81292E-18       6.43525E+02       3.62196E+00
       6.81292E-18       6.56623E+02       3.64501E+00
       6.81292E-18       6.69988E+02       3.67038E+00
       6.81292E-18       6.83624E+02       2.80363E+00
       6.81292E-18       6.97538E+02       2.77469E+00
       6.81292E-18       7.11735E+02       2.79163E+00
       6.81292E-18       7.26222E+02       2.81087E+00
       6.81292E-18       7.41003E+02       2.83244E+00
       6.81292E-18       7.56085E+02       2.85638E+00
       6.81292E-18       7.71474E+02       2.88274E+00
       6.81292E-18       7.87176E+02       2.91153E+00
       6.81292E-18       8.03197E+02       2.94280E+00
       6.81292E-18       8.19545E+02       2.92159E+00
       6.81292E-18       8.36226E+02       2.80515E+00
       6.81292E-18       8.53246E+02       2.60113E+00
       6.81292E-18       8.70612E+02       2.31923E+00
       6.81292E-18       8.88332E+02       1.97639E+00
       6.81292E-18       9.06413E+02       1.59633E+00
       6.81292E-18       9.24861E+02       1.20845E+00
       6.81292E-18       9.43685E+02       8.45930E-01
       6.81292E-18       9.62892E+02       5.43038E-01
       6.81292E-18       9.82491E+02       3.31874E-01
       6.81292E-18       1.00249E+03       2.38690E-01
       6.81292E-18       1.02289E+03       2.43172E-01
       6.81292E-18       1.04371E+03       2.53172E-01
       6.81292E-18       1.06495E+03       2.64357E-01
       6.81292E-18       1.08663E+03       2.75836E-01
       6.81292E-18       1.10875E+03       2.86939E-01
       6.81292E-18       1.13131E+03       2.98460E-01
       6.81292E-18       1.15434E+03       3.09303E-01
       6.81292E-18       1.17783E+03       3.20667E-01
       6.81292E-18       1.20181E+03       3.30327E-01
       6.81292E-18       1.22627E+03       3.40483E-01
       6.81292E-18       1.25123E+03       3.40849E-01
       6.81292E-18       1.27669E+03       3.40338E-01
       6.81292E-18       1.30268E+03       2.76989E-01
       6.81292E-18       1.32919E+03       2.12973E-01
       6.81292E-18       1.35625E+03       1.37060E-01
       6.81292E-18       1.38385E+03       8.03041E-02
       6.81292E-18       1.41202E+03       6.01100E-02
       6.81292E-18       1.44075E+03       5.53222E-02
       6.81292E-18       1.47008E+03       5.27916E-02
       6.81292E-18       1.50000E+03       5.30045E-02
       1.00000E-17       2.00000E+02       6.28515E+00
       1.00000E-17       2.04071E+02       6.37877E+00
       1.00000E-17       2.08224E+02       6.47041E+00
       1.00000E-17       2.12462E+02       6.55997E+00
       1.00000E-17       2.16787E+02       6.64736E+00
       1.00000E-17       2.21199E+02       6.73247E+00
       1.00000E-17       2.25701E+02       6.81524E+00
       1.00000E-17       2.30295E+02       6.89560E+00
       1.00000E-17       2.34982E+02       6.97348E+00
       1.00000E-17       2.39765E+02       7.04885E+00
       1.00000E-17       2.44645E+02       7.12168E+00
       1.00000E-17       2.49624E+02       7.19197E+00
       1.00000E-17       2.54705E+02       7.25972E+00
       1.00000E-17       2.59889E+02       7.32495E+00
       1.00000E-17       2.65179E+02       7.38771E+00
       1.00000E-17       2.70576E+02       7.43585E+00
       1.00000E-17       2.76083E+02       6.95607E+00
       1.00000E-17       2.81702E+02       6.72770E+00
       1.00000E-17       2.87436E+02       6.77385E+00
       1.00000E-17       2.93286E+02       6.81809E+00
       1.00000E-17       2.99256E+02       6.86047E+00
       1.00000E-17       3.05346E+02       6.90111E+00
       1.00000E-17       3.11561E+02       6.94009E+00
       1.00000E-17       3.17903E+02       6.97752E+00
       1.00000E-17       3.24373E+02       7.01354E+00
       1.00000E-17       3.30975E+02       7.04826E+00
       1.00000E-17       3.37712E+02       7.08184E+00
       1.00000E-17       3.44585E+02       7.11442E+00
       1.00000E-17       3.51599E+02       7.14617E+00
       1.00000E-17       3.58755E+02       7.17727E+00
       1.00000E-17       3.66057E+02       7.20790E+00
       1.00000E-17       3.73507E+02       7.23825E+00
       1.00000E-17       3.81109E+02       7.26853E+00
       1.00000E-17       3.88866E+02       7.29895E+00
       1.00000E-17       3.96781E+02       7.32971E+00
       1.00000E-17       4.04857E+02       7.36106E+00
       1.00000E-17       4.13097E+02       7.28034E+00
       1.00000E-17       4.21505E+02       6.14013E+00
       1.00000E-17       4.30084E+02       4.46749E+00
       1.00000E-17       4.38838E+02       3.53017E+00
       1.00000E-17       4.47769E+02       3.51187E+00
       1.00000E-17       4.56883E+02       3.50770E+00
       1.00000E-17       4.66182E+02       3.50410E+00
       1.00000E-17       4.75671E+02       3.50122E+00
       1.00000E-17       4.85352E+02       3.49919E+00
       1.00000E-17       4.95231E+02       3.49813E+00
       1.00000E-17       5.05310E+02       3.49818E+00
       1.00000E-17       5.15595E+02       3.49945E+00
       1.00000E-17       5.26089E+02       3.50205E+00
       1.00000E-17       5.36797E+02       3.50610E+00
       1.00000E-17       5.47723E+02       3.51170E+00
       1.00000E-17       5.58871E+02       3.51893E+00
       1.00000E-17       5.70245E+02       3.52789E+00
       1.00000E-17       5.81852E+02       3.53866E+00
       1.00000E-17       5.93695E+02       3.55130E+00
       1.00000E-17       6.05778E+02       3.56588E+00
       1.00000E-17       6.18108E+02       3.58248E+00
       1.00000E-17       6.30689E+02       3.60115E+00
       1.00000E-17       6.43525E+02       3.62196E+00
       1.00000E-17       6.56623E+02       3.64501E+00
       1.00000E-17       6.69988E+02       3.67038E+00
       1.00000E-17       6.83624E+02       2.80363E+00
       1.00000E-17       6.97538E+02       2.77469E+00
       1.00000E-17       7.11735E+02       2.79163E+00
       1.00000E-17       7.26222E+02       2.81087E+00
       1.00000E-17       7.41003E+02       2.83244E+00
       1.00000E-17       7.56085E+02       2.85638E+00
       1.00000E-17       7.71474E+02       2.88274E+00
       1.00000E-17       7.87176E+02       2.91153E+00
       1.00000E-17       8.03197E+02       2.94280E+00
       1.00000E-17       8.19545E+02       2.93648E+00
       1.00000E-17       8.36226E+02       2.83318E+00
       1.00000E-17       8.53246E+02       2.64080E+00
       1.00000E-17       8.70612E+02       2.36811E+00
       1.00000E-17       8.88332E+02       2.03116E+00
       1.00000E-17       9.06413E+02       1.65302E+00
       1.00000E-17       9.24861E+02       1.26267E+00
       1.00000E-17       9.43685E+02       8.93242E-01
       1.00000E-17       9.62892E+02       5.79350E-01
       1.00000E-17       9.82491E+02       3.53878E-01
       1.00000E-17       1.00249E+03       2.44274E-01
       1.00000E-17       1.02289E+03       2.43128E-01
       1.00000E-17       1.04371E+03       2.53111E-01
       1.00000E-17       1.06495E+03       2.64295E-01
       1.00000E-17       1.08663E+03       2.75782E-01
       1.00000E-17       1.10875E+03       2.86914E-01
       1.00000E-17       1.13131E+03       2.98472E-01
       1.00000E-17       1.15434E+03       3.09387E-01
       1.00000E-17       1.17783E+03       3.20842E-01
       1.00000E-17       1.20181E+03       3.30903E-01
       1.00000E-17       1.22627E+03       3.41494E-01
       1.00000E-17       1.25123E+03       3.45627E-01
       1.00000E-17       1.27669E+03       3.49285E-01
       1.00000E-17       1.30268E+03       3.07399E-01
       1.00000E-17       1.32919E+03       2.60379E-01
       1.00000E-17       1.35625E+03       1.69303E-01
       1.00000E-17       1.38385E+03       9.59756E-02
       1.00000E-17       1.41202E+03       6.80429E-02
       1.00000E-17       1.44075E+03       5.82400E-02
       1.00000E-17       1.47008E+03       5.31849E-02
       1.00000E-17       1.50000E+03       5.31996E-02
       1.46780E-17       2.00000E+02       6.28515E+00
       1.46780E-17       2.04071E+02       6.37877E+00
       1.46780E-17       2.08224E+02       6.47041E+00
       1.46780E-17       2.12462E+02       6.55997E+00
       1.46780E-17       2.16787E+02       6.64736E+00
       1.46780E-17       2.21199E+02       6.73247E+00
       1.46780E-17       2.25701E+02       6.81524E+00
       1.46780E-17       2.30295E+02       6.89560E+00
       1.46780E-17       2.34982E+02       6.97348E+00
       1.46780E-17       2.39765E+02       7.04885E+00
       1.46780E-17       2.44645E+02       7.12168E+00
       1.46780E-17       2.49624E+02       7.19197E+00
       1.46780E-17       2.54705E+02       7.25972E+00
       1.46780E-17       2.59889E+02       7.32495E+00
       1.46780E-17       2.65179E+02       7.38771E+00
       1.46780E-17       2.70576E+02       7.43585E+00
       1.46780E-17       2.76083E+02       6.95607E+00
       1.46780E-17       2.81702E+02       6.72770E+00
       1.46780E-17       2.87436E+02       6.77385E+00
       1.46780E-17       2.93286E+02       6.81809E+00
       1.46780E-17       2.99256E+02       6.86047E+00
       1.46780E-17       3.05346E+02       6.90111E+00
       1.46780E-17       3.11561E+02       6.94009E+00
       1.46780E-17       3.17903E+02       6.97752E+00
       1.46780E-17       3.24373E+02       7.01354E+00
       1.46780E-17       3.30975E+02       7.04826E+00
       1.46780E-17       3.37712E+02       7.08184E+00
       1.46780E-17       3.44585E+02       7.11442E+00
       1.46780E-17       3.51599E+02       7.14617E+00
       1.46780E-17       3.58755E+02       7.17727E+00
       1.46780E-17       3.66057E+02       7.20790E+00
       1.46780E-17       3.73507E+02       7.23825E+00
       1.46780E-17       3.81109E+02       7.26853E+00
       1.46780E-17       3.88866E+02       7.29895E+00
       1.46780E-17       3.96781E+02       7.32971E+00
       1.46780E-17       4.04857E+02       7.36106E+00
       1.46780E-17       4.13097E+02       7.28034E+00
       1.46780E-17       4.21505E+02       6.14013E+00
       1.46780E-17       4.30084E+02       4.46749E+00
       1.46780E-17       4.38838E+02       3.53017E+00
       1.46780E-17       4.47769E+02       3.51187E+00
       1.46780E-17       4.56883E+02       3.50770E+00
       1.46780E-17       4.66182E+02       3.50410E+00
       1.46780E-17       4.75671E+02       3.50122E+00
       1.46780E-17       4.85352E+02       3.49919E+00
       1.46780E-17       4.95231E+02       3.49813E+00
       1.46780E-17       5.05310E+02       3.49818E+00
       1.46780E-17       5.15595E+02       3.49945E+00
       1.46780E-17       5.26089E+02       3.50205E+00
       1.46780E-17       5.36797E+02       3.50610E+00
       1.46780E-17       5.47723E+02       3.51170E+00
       1.46780E-17       5.58871E+02       3.51893E+00
       1.46780E-17       5.70245E+02       3.52789E+00
       1.46780E-17       5.81852E+02       3.53866E+00
       1.46780E-17       5.93695E+02       3.55130E+00
       1.46780E-17       6.05778E+02       3.56588E+00
       1.46780E-17       6.18108E+02       3.58248E+00
       1.46780E-17       6.30689E+02       3.60115E+00
       1.46780E-17       6.43525E+02       3.62196E+00
       1.46780E-17       6.56623E+02       3.64501E+00
       1.46780E-17       6.69988E+02       3.67038E+00
       1.46780E-17       6.83624E+02       2.80363E+00
       1.46780E-17       6.97538E+02       2.77469E+00
       1.46780E-17       7.11735E+02       2.79163E+00
       1.46780E-17       7.26222E+02       2.81087E+00
       1.46780E-17       7.41003E+02       2.83244E+00
       1.46780E-17       7.56085E+02       2.85638E+00
       1.46780E-17       7.71474E+02       2.88274E+00
       1.46780E-17       7.87176E+02       2.91153E+00
       1.46780E-17       8.03197E+02       2.94280E+00
       1.46780E-17       8.19545E+02       2.95467E+00
       1.46780E-17       8.36226E+02       2.87102E+00
       1.46780E-17       8.53246E+02       2.69634E+00
       1.46780E-17       8.70612E+02       2.43796E+00
       1.46780E-17       8.88332E+02       2.11064E+00
       1.46780E-17       9.06413E+02       1.73638E+00
       1.46780E-17       9.24861E+02       1.34350E+00
       1.46780E-17       9.43685E+02       9.64924E-01
       1.46780E-17       9.62892E+02       6.35712E-01
       1.46780E-17       9.82491E+02       3.89800E-01
       1.46780E-17       1.00249E+03       2.56321E-01
       1.46780E-17       1.02289E+03       2.43087E-01
       1.46780E-17       1.04371E+03       2.53051E-01
       1.46780E-17       1.06495E+03       2.64232E-01
       1.46780E-17       1.08663E+03       2.75724E-01
       1.46780E-17       1.10875E+03       2.86884E-01
       1.46780E-17       1.13131E+03       2.98475E-01
       1.46780E-17       1.15434E+03       3.09427E-01
       1.46780E-17       1.17783E+03       3.20933E-01
       1.46780E-17       1.20181E+03       3.31258E-01
       1.46780E-17       1.22627E+03       3.42135E-01
       1.46780E-17       1.25123E+03       3.48566E-01
       1.46780E-17       1.27669E+03       3.54810E-01
       1.46780E-17       1.30268E+03       3.29900E-01
       1.46780E-17       1.32919E+03       2.99197E-01
       1.46780E-17       1.35625E+03       2.03845E-01
       1.46780E-17       1.38385E+03       1.19834E-01
       1.46780E-17       1.41202E+03       8.17067E-02
       1.46780E-17       1.44075E+03       6.30886E-02
       1.46780E-17       1.47008E+03       5.40489E-02
       1.46780E-17       1.50000E+03       5.35959E-02
       2.15443E-17       2.00000E+02       6.28515E+00
       2.15443E-17       2.04071E+02       6.37877E+00
       2.15443E-17       2.08224E+02       6.47041E+00
       2.15443E-17       2.12462E+02       6.55997E+00
       2.15443E-17       2.16787E+02       6.64736E+00
       2.15443E-17       2.21199E+02       6.73247E+00
       2.15443E-17       2.25701E+02       6.81524E+00
       2.15443E-17       2.30295E+02       6.89560E+00
       2.15443E-17       2.34982E+02       6.97348E+00
       2.15443E-17       2.39765E+02       7.04885E+00
       2.15443E-17       2.44645E+02       7.12168E+00
